               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 173,            0.073717,            0.051876,            0.037998,            0.005814,                 0.5,            0.033167,           0.0063372,            0.031329,            0.017214,            0.017871,            0.001486,            0.001486,            0.001486
                 174,            0.076386,            0.043851,            0.043125,            0.005814,                 0.5,            0.033167,           0.0063372,            0.031329,            0.017214,            0.017871,           0.0014365,           0.0014365,           0.0014365
                 175,            0.068265,            0.031547,            0.047151,            0.005814,                 0.5,            0.033167,           0.0063372,            0.031329,            0.017214,            0.017871,            0.001387,            0.001387,            0.001387
                 176,            0.075035,            0.052985,            0.043665,            0.005814,                 0.5,            0.033167,           0.0063372,            0.031329,            0.017214,            0.017871,           0.0013375,           0.0013375,           0.0013375
                 177,            0.075123,            0.059103,            0.045678,            0.005814,                 0.5,            0.033167,           0.0063372,            0.031329,            0.017214,            0.017871,            0.001288,            0.001288,            0.001288
                 178,            0.074175,            0.044159,            0.041741,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,           0.0012385,           0.0012385,           0.0012385
                 179,            0.079671,            0.055668,            0.044306,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,            0.001189,            0.001189,            0.001189
                 180,             0.06526,            0.041106,            0.045315,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,           0.0011395,           0.0011395,           0.0011395
                 181,            0.078729,            0.054882,             0.04372,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,             0.00109,             0.00109,             0.00109
                 182,            0.077169,            0.025911,            0.035342,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,           0.0010405,           0.0010405,           0.0010405
                 183,            0.075193,            0.044451,             0.04555,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,            0.000991,            0.000991,            0.000991
                 184,             0.07221,            0.035883,            0.043135,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,           0.0009415,           0.0009415,           0.0009415
                 185,            0.076877,            0.047501,            0.039859,           0.0057471,                 0.5,            0.031094,           0.0059811,            0.031364,            0.017147,             0.01787,            0.000892,            0.000892,            0.000892
                 186,            0.074354,            0.052203,            0.043279,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,           0.0008425,           0.0008425,           0.0008425
                 187,            0.078882,            0.058507,            0.042471,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,            0.000793,            0.000793,            0.000793
                 188,            0.074136,            0.050908,            0.042216,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,           0.0007435,           0.0007435,           0.0007435
                 189,            0.075331,            0.043204,             0.03893,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,            0.000694,            0.000694,            0.000694
                 190,            0.069112,            0.032268,            0.040465,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,           0.0006445,           0.0006445,           0.0006445
                 191,            0.076545,            0.050592,            0.045208,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,            0.000595,            0.000595,            0.000595
                 192,            0.082177,             0.03597,            0.043426,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,           0.0005455,           0.0005455,           0.0005455
                 193,             0.07971,            0.036657,            0.041278,           0.0057471,                 0.5,            0.029265,             0.00648,            0.031285,            0.017074,            0.017901,            0.000496,            0.000496,            0.000496
                 194,            0.080791,            0.044211,            0.043481,           0.0058824,                 0.5,            0.082917,           0.0082917,            0.030945,            0.017048,            0.017891,           0.0004465,           0.0004465,           0.0004465
                 195,            0.082783,            0.042088,            0.042639,           0.0058824,                 0.5,            0.082917,           0.0082917,            0.030945,            0.017048,            0.017891,            0.000397,            0.000397,            0.000397
                 196,            0.073362,            0.044188,            0.040792,           0.0058824,                 0.5,            0.082917,           0.0082917,            0.030945,            0.017048,            0.017891,           0.0003475,           0.0003475,           0.0003475
                 197,            0.077132,            0.043593,            0.044929,           0.0058824,                 0.5,            0.082917,           0.0082917,            0.030945,            0.017048,            0.017891,            0.000298,            0.000298,            0.000298
                 198,            0.077064,            0.048638,            0.041573,           0.0058824,                 0.5,            0.082917,           0.0082917,            0.030945,            0.017048,            0.017891,           0.0002485,           0.0002485,           0.0002485
                 199,            0.078895,             0.04163,            0.042783,           0.0058824,                 0.5,            0.082917,           0.0082917,            0.030945,            0.017048,            0.017891,            0.000199,            0.000199,            0.000199
